time,buy
201201,2.6175
201202,2.6595
201203,2.6675
201204,2.6550
201207,2.6450
201208,2.6182
201209,2.6171
201210,2.5975
201211,2.6221
201214,2.5950
201215,2.5625
201216,2.5475
201217,2.5725
201218,2.5673
201221,2.5384
201222,2.5030
201223,2.5000
201224,2.5125
201225,2.4900
201228,2.5050
201229,2.5050
201230,2.4800
201231,2.4750
210104,2.5125
210105,2.4596
210106,2.4668
210107,2.4425
210108,2.4574
210111,2.4650
210112,2.4375
210113,2.4100
210114,2.4325
210115,2.4731
210118,2.5226
210119,2.5175
210120,2.4956
210121,2.4742
210122,2.4850
210125,2.5107
210126,2.5702
210127,2.5800
210128,2.6361
210129,2.6236
210201,2.5900
210202,2.5900
210203,2.6577
210204,2.6817
210205,2.6860
210207,2.6750
210208,2.7038
210209,2.6870
210210,2.7050
210218,2.7250
210219,2.6875
210220,2.6800
210222,2.6925
210223,2.6770
210224,2.6675
210225,2.6725
210226,2.6825
210301,2.6525
210302,2.6513
210303,2.6500
210304,2.6650
210305,2.6275
210308,2.6248
210309,2.6428
210310,2.6275
210311,2.6450
210312,2.6500
210315,2.6688
210316,2.6600
210317,2.6450
210318,2.6525
210319,2.6300
210322,2.6225
210323,2.6002
210324,2.5707
210325,2.5625
210326,2.5825
210329,2.5775
210330,2.5850
210331,2.5675
210401,2.5725
210402,2.5725
210406,2.5850
210407,2.5925
210408,2.5919
210409,2.5725
210412,2.5600
210413,2.5075
210414,2.5050
210415,2.5225
210416,2.5225
210419,2.5075
210420,2.4975
210421,2.4950
210422,2.5000
210423,2.5106
210425,2.5350
210426,2.5425
210427,2.5400
210428,2.5225
210429,2.5261
210430,2.5154
210506,2.5046
210507,2.4925
210508,2.4800
210510,2.4575
210511,2.4528
210512,2.4675
210513,2.4849
210514,2.4775
210517,2.5054
210518,2.4916
210519,2.4725
210520,2.4525
210521,2.4422
210524,2.4575
210525,2.4550
210526,2.4475
210527,2.4675
210528,2.4825
210531,2.4854
210601,2.4750
210602,2.4875
210603,2.4675
210604,2.5100
210607,2.5325
210608,2.5350
210609,2.5315
210610,2.5225
210611,2.5425
210615,2.5413
210616,2.5490
210617,2.5550
210618,2.5446
210621,2.5150
210622,2.5125
210623,2.5025
210624,2.4925
210625,2.4850
210628,2.5125
210629,2.5075
210630,2.5025
210701,2.5000
210702,2.4775
210705,2.4700
210706,2.4800
210707,2.4625
210708,2.4100
210709,2.4216
210712,2.3650
210713,2.3425
210714,2.3500
210715,2.3808
210716,2.3600
210719,2.3686
210720,2.3700
210721,2.3700
210722,2.3775
210723,2.3699
210726,2.3585
210727,2.3933
210728,2.4018
210729,2.3650
210730,2.3357
210802,2.3300
210803,2.3192
210804,2.3150
210805,2.2878
210806,2.3025
210809,2.3503
210810,2.3425
210811,2.3435
210812,2.3262
210813,2.3325
210816,2.3498
210817,2.3375
210818,2.3125
210819,2.3100
210820,2.3175
210823,2.3293
210824,2.3109
210825,2.3175
210826,2.3350
210827,2.3175
210830,2.3050
210831,2.3025
210901,2.2825
210902,2.2950
210903,2.2950
210906,2.3075
210907,2.3300
210908,2.3400
210909,2.3500
210910,2.3400
210913,2.3693
210914,2.3649
210915,2.3788
210916,2.3725
210917,2.3650
210918,2.3500
210922,2.3375
210923,2.3250
210924,2.3350
210926,2.3300
210927,2.3350
210928,2.3450
210929,2.3550
210930,2.3350
211008,2.3620
211009,2.3575
211011,2.3850
211012,2.3781
211013,2.3700
211014,2.3725
211015,2.3750
211018,2.4200
211019,2.4074
211020,2.4050
211021,2.3844
211022,2.3900
211025,2.3950
211026,2.3875
211027,2.4000
211028,2.3867
211029,2.3900
211117,2.3290
211118,2.3275
211119,2.3375
211122,2.3250
211123,2.3250
211124,2.3075
211125,2.3150
211126,2.2950
211129,2.3000
211130,2.3025
211201,2.3125
211202,2.3175
211203,2.3250
211206,2.2900
211207,2.3075
211209,2.3013
211210,2.2950
211213,2.2950
211214,2.2725
211215,2.2700
211216,2.2825
211217,2.2875
211220,2.3000
211221,2.2850
211222,2.2675
211223,2.2550
211224,2.2550
211227,2.2450
211228,2.2391
211229,2.2150
211230,2.2112
211231,2.2111
220104,2.2100
220105,2.2275
220106,2.2400
220107,2.2325
220110,2.2175
220111,2.2125
220112,2.2200
220113,2.2175
220114,2.2175
220117,2.1677
220118,2.1197
220119,2.1200
220120,2.1175
220121,2.0955
220124,2.0825
220125,2.1011
220126,2.1045
220127,2.1175
220128,2.0925
220129,2.0900
220130,2.0775
220207,2.1013
220208,2.1050
220209,2.1075
220210,2.1000
220211,2.1520
220214,2.1650
220215,2.1550
220216,2.1480
220217,2.1525
220218,2.1600
220221,2.2125
220222,2.2242
220223,2.1997
220224,2.2002
220225,2.1825
220228,2.1800
220301,2.2036
220302,2.2050
220303,2.2325
220304,2.2115
220307,2.2025
220308,2.2065
220309,2.2250
220310,2.2397
220311,2.1719
220314,2.1350
220315,2.2050
220316,2.1550
220317,2.1525
220318,2.1675
220321,2.1775
220322,2.2000
220323,2.2050
220324,2.1929
220325,2.2050
220328,2.2150
220329,2.2075
220330,2.1950
220331,2.1900
220401,2.1725
220402,2.1550
220406,2.1668
220407,2.1550
220408,2.1600
220411,2.1675
220412,2.1700
220413,2.1650
220414,2.1500
220415,2.1250
220418,2.1750
220419,2.1700
220420,2.1786
220421,2.1650
220422,2.1750
220424,2.1700
220425,2.1350
220426,2.1482
220427,2.1725
220428,2.1975
220429,2.1800
220505,2.1700
220506,2.1700
220507,2.1550
220509,2.1475
220510,2.1240
220511,2.1424
220512,2.1055
220513,2.1084
220516,2.0883
220517,2.0825
220518,2.0650
220519,2.0713
220520,2.0700
220523,2.0525
220524,2.0725
220525,2.0752
220526,2.0325
220527,2.0250
220530,2.0593
220531,2.0900
220601,2.0875
220602,2.0938
220606,2.1200
220607,2.1100
220608,2.1067
220609,2.0925
220610,2.0950
220613,2.1050
220614,2.1125
220615,2.1287
220616,2.1125
220617,2.1121
220620,2.1400
220621,2.1399
220622,2.1250
220623,2.1313
220624,2.1599
220627,2.1911
220628,2.1928
220629,2.1775
220630,2.1643
220701,2.1450
220704,2.2025
220705,2.2038
220706,2.2000
220707,2.1950
220708,2.1874
220711,2.1465
220712,2.1200
220713,2.1200
220714,2.0875
220715,2.0796
220718,2.0775
