val,buy,sell,avg,per
2.0906,2.09,2.0925,2.0913,0.015692562
2.0815,2.0875,2.0925,2.09,-0.004352817
2.0917,2.0938,2.0996,2.0967,0.004900312
2.1125,2.12,2.125,2.1225,0.009944065
2.12,2.11,2.1125,2.1113,0.003550296
2.1052,2.1067,2.11,2.1083,-0.006981132
2.0984,2.0925,2.096,2.0943,-0.003230097
2.0934,2.095,2.0975,2.0963,-0.002382768
2.1035,2.105,2.1075,2.1063,0.004824687
2.1193,2.1125,2.115,2.1138,0.007511291
2.127,2.1287,2.1313,2.13,0.003633275
2.1182,2.1125,2.1154,2.114,-0.004137283
2.1058,2.1121,2.1175,2.1148,-0.005854027
2.1311,2.14,2.14,2.14,0.012014436
2.1409,2.1399,2.14,2.14,0.004598564
2.1308,2.125,2.1275,2.1263,-0.004717642
2.126,2.1313,2.135,2.1332,-0.002252675
2.1468,2.1599,2.1626,2.1613,0.009783631
2.1878,2.1911,2.1928,2.192,0.019098193
2.1855,2.1928,2.1967,2.1947,-0.001051284
2.1797,2.1775,2.18,2.1788,-0.002653855
2.1652,2.1643,2.1675,2.1659,-0.006652292
2.1413,2.145,2.1475,2.1463,-0.011038241
2.2051,2.2025,2.2075,2.205,0.029794984
2.2095,2.2038,2.2075,2.2057,0.001995374
2.1925,2.2,2.205,2.2025,-0.007694048
2.1962,2.195,2.1975,2.1963,0.001687571
2.1903,2.1874,2.19,2.1887,-0.002686458
2.1567,2.1465,2.1492,2.1479,-0.015340364
2.1309,2.12,2.1275,2.1238,-0.011962721
2.1196,2.12,2.125,2.1225,-0.005302924
2.1007,2.0875,2.0896,2.0885,-0.008916777
2.0883,2.0796,2.0823,2.081,-0.005902794
2.0808,2.0775,2.08,2.0788,-0.003591438
2.0875,2.08,2.085,2.0825,0.003219915
2.0793,2.0625,2.0695,2.066,-0.003928144
2.0574,2.06,2.065,2.0625,-0.010532391
2.0743,2.075,2.08,2.0775,0.008214251
2.0713,2.0743,2.0768,2.0755,-0.001446271
2.0618,2.0525,2.055,2.0538,-0.004586492
2.056,2.0524,2.055,2.0537,-0.002813076
2.0695,2.0743,2.0775,2.0759,0.006566148
2.0388,2.03,2.0325,2.0313,-0.014834501
2.0158,2.0125,2.015,2.0138,-0.050315651
1.9994,1.9928,1.9969,1.9949,-0.008135728
1.9672,1.925,1.93,1.9275,-0.016104831
1.9063,1.92,1.9209,1.9204,-0.030957706
1.9325,1.9375,1.9402,1.9388,0.013743902
1.9384,1.945,1.95,1.9475,0.00305304
1.9788,1.9761,1.9789,1.9775,0.020841931
1.9872,2.015,2.02,2.0175,0.004244997
2.0097,2.01,2.0125,2.0113,0.011322464
2.0115,2.02,2.0225,2.0213,0.000895656
1.9164,1.8975,1.899,1.8982,-0.047278151
1.8897,1.8937,1.8957,1.8947,-0.013932373
1.9046,1.8972,1.8991,1.8981,0.007884849
1.8854,1.8779,1.8808,1.8794,-0.010080857
1.8879,1.885,1.89,1.8875,0.001325979
1.9004,1.9,1.9033,1.9017,0.006621113
1.916,1.9175,1.92,1.9188,0.008208798
1.9149,1.915,1.9175,1.9163,-0.000574113
1.9401,1.95,1.9525,1.9513,0.013159956
1.9569,1.9525,1.955,1.9538,0.008659347
1.941,1.9269,1.9292,1.928,-0.008125096
1.9261,1.9125,1.915,1.9138,-0.007676455
1.9391,1.9092,1.9108,1.91,0.00674939
1.9044,1.8975,1.9025,1.9,-0.0178949
1.894,1.895,1.9,1.8975,-0.005461038
1.8845,1.8825,1.8858,1.8842,-0.005015839
1.8845,1.88,1.8825,1.8813,0
1.8898,1.8925,1.895,1.8938,0.002812417
1.906,1.9,1.9025,1.9013,0.008572336
1.9135,1.9148,1.9175,1.9162,0.003934942
1.9221,1.92,1.9225,1.9213,0.004494382
1.935,1.9375,1.9425,1.94,0.006711409
1.9439,1.955,1.9575,1.9563,0.004599483
1.9756,1.965,1.9694,1.9672,0.016307423
1.9686,1.965,1.9675,1.9663,-0.003543227
1.9562,1.9475,1.95,1.9488,-0.006298893
1.9533,1.945,1.95,1.9475,-0.001482466
1.9617,1.9625,1.965,1.9638,0.004300415
1.9687,1.9725,1.9754,1.974,0.003568334
2.0095,2.015,2.0175,2.0163,0.020724336
1.9974,1.9874,1.9906,1.989,-0.006021398
1.9991,2.0068,2.0103,2.0085,0.000851106
2.0235,2.035,2.04,2.0375,0.012205492
2.0235,2.0199,2.0225,2.0212,0
2.015,2.015,2.05,2.0325,-0.004200642
1.9757,1.9725,1.9775,1.975,-0.013777268
1.9723,1.98,1.9844,1.9822,-0.001720909
1.9716,1.9652,1.9686,1.9669,-0.000354916
1.9607,1.9625,1.9675,1.965,-0.005528505
1.9555,1.9475,1.9475,1.9475,-0.002652114
1.9473,1.9425,1.945,1.9438,-0.004193301
1.9466,1.9446,1.9475,1.946,-0.000359472
1.9461,1.9475,1.95,1.9488,-0.000256858
1.9568,1.9575,1.96,1.9588,0.005498176
1.9751,1.98,1.9825,1.9813,0.009352003
1.9792,1.9742,1.9765,1.9754,0.002075844
1.9999,2.0063,2.0076,2.0069,0.010458771
1.9944,1.985,1.9891,1.9871,-0.002750138
1.9782,1.9775,1.98,1.9788,-0.008122744
1.9619,1.9575,1.96,1.9588,-0.008239814
1.9707,1.9525,1.955,1.9538,0.004485448
1.9781,1.9756,1.9794,1.9775,0.003755011
1.9851,1.9875,1.99,1.9888,0.003538749
1.9866,1.995,1.9975,1.9963,0.000755629
1.9992,1.9975,2,1.9988,0.006342495
2.015,2.0225,2.025,2.0238,0.007903161
2.0413,2.0247,2.0275,2.0261,0.013052109
2.0456,2.055,2.0585,2.0568,0.002106501
2.0662,2.0831,2.0859,2.0845,0.010070395
2.0819,2.0918,2.095,2.0934,0.00759849
2.1809,2.236,2.2432,2.2396,0.047552716
2.2251,2.245,2.25,2.2475,0.020266862
2.2874,2.3236,2.3253,2.3245,0.027998742
2.2745,2.2383,2.242,2.2401,-0.005639591
2.2353,2.239,2.2412,2.2401,-0.017234557
2.2123,2.2294,2.2321,2.2308,-0.010289447
2.2187,2.2259,2.228,2.227,0.002892917
2.1915,2.1841,2.1882,2.1862,-0.012259431
2.1409,2.155,2.1583,2.1567,-0.023089208
2.1792,2.2143,2.2157,2.215,0.017889673
2.2192,2.237,2.2386,2.2378,0.01835536
2.2684,2.2586,2.265,2.2618,0.022170151
2.2498,2.25,2.265,2.2575,-0.008199612
2.2383,2.2267,2.2303,2.2285,-0.005111565
2.2187,2.2195,2.2225,2.221,-0.008756646
2.2316,2.2361,2.2389,2.2375,0.005814216
2.2552,2.27,2.275,2.2725,0.010575372
2.279,2.234,2.25,2.242,0.010553388
2.2443,2.25,2.2536,2.2518,-0.015225976
2.2579,2.2625,2.265,2.2638,0.006059796
2.2464,2.2549,2.2569,2.2559,-0.005093228
2.2655,2.2659,2.2681,2.267,0.008502493
2.2333,2.2225,2.226,2.2243,-0.014213198
2.2343,2.2349,2.2375,2.2362,0.000447768
2.239,2.2325,2.2362,2.2343,0.002103567
2.1921,2.1925,2.1975,2.195,-0.020946851
2.2037,2.2122,2.215,2.2136,0.005291729
2.2011,2.1975,2.2,2.1988,-0.001179834
2.1806,2.1734,2.18,2.1767,-0.009313525
2.1688,2.16,2.17,2.165,-0.005411355
2.1688,2.18,2.185,2.1825,0
2.2315,2.24,2.2425,2.2413,0.028909996
2.2309,2.23,2.24,2.235,-0.000268877
2.2007,2.1925,2.1975,2.195,-0.013537137
2.1801,2.1825,2.1875,2.185,-0.009360658
2.1752,2.16,2.1625,2.1613,-0.027452383
2.1469,2.1399,2.1425,2.1412,-0.013010298
2.144,2.145,2.15,2.1475,-0.001350785
2.1611,2.1638,2.1666,2.1652,0.007975746
2.1796,2.1788,2.1825,2.1807,0.008560455
2.2331,2.245,2.25,2.2475,0.024545788
2.2547,2.245,2.2475,2.2463,0.009672652
2.2357,2.24,2.245,2.2425,-0.008426842
2.2449,2.25,2.2531,2.2515,0.004115042
2.2877,2.2941,2.2993,2.2967,0.019065437
2.297,2.2825,2.29,2.2863,0.004065218
2.2933,2.3075,2.315,2.3113,-0.001610797
2.308,2.2925,2.3013,2.2969,0.006409977
2.2937,2.305,2.3107,2.3078,-0.006195841
2.3007,2.2975,2.3016,2.2996,0.003051838
2.2868,2.28,2.2825,2.2813,-0.00604164
2.2814,2.28,2.2835,2.2818,-0.002361378
2.266,2.2572,2.2598,2.2585,-0.006750241
2.2525,2.25,2.2525,2.2513,-0.005957635
2.2653,2.2811,2.2829,2.282,0.005682575
2.2894,2.285,2.2889,2.2869,0.010638767
2.2994,2.3067,2.3094,2.3081,0.004367957
2.2948,2.2956,2.3,2.2978,-0.002000522
2.2805,2.28,2.2875,2.2838,-0.00623148
2.2771,2.275,2.2775,2.2763,-0.001490901
2.2895,2.285,2.2875,2.2863,0.005445523
2.3081,2.3,2.3025,2.3013,0.008124045
2.3165,2.31,2.315,2.3125,0.003639357
2.3192,2.3092,2.3125,2.3108,0.001165551
2.339,2.355,2.3585,2.3568,0.008537427
2.3627,2.36,2.3625,2.3613,0.010132535
2.3757,2.385,2.39,2.3875,0.00550218
2.4116,2.425,2.4276,2.4263,0.015111336
2.4157,2.4171,2.42,2.4185,0.001700116
2.4226,2.425,2.4275,2.4263,0.002856315
2.4549,2.435,2.4375,2.4363,0.013332783
2.4229,2.4175,2.42,2.4188,-0.013035154
2.431,2.455,2.46,2.4575,0.003343101
2.4585,2.4525,2.455,2.4538,0.011312217
2.4212,2.41,2.4125,2.4113,-0.015171853
2.4198,2.4123,2.4146,2.4134,-0.000578226
2.4237,2.4317,2.435,2.4333,0.001611703
2.425,2.43,2.4341,2.4321,0.00053637
2.4083,2.4009,2.4031,2.402,-0.006886598
2.4078,2.41,2.4125,2.4113,-0.000207615
2.4021,2.3994,2.4023,2.4008,-0.002367306
2.4229,2.4225,2.425,2.4238,0.00865909
2.4104,2.4,2.4044,2.4022,-0.005159107
2.3992,2.3975,2.4,2.3988,-0.004646532
